"","canc1","canc2","canc3","canc4","canc5","canc6","canc7","canc8","canc9","canc10","canc11","canc12","canc13","canc14","canc15","canc16","canc17","canc18","canc19","canc20","canc21","canc22","canc23","canc24","canc25"
"gene829",-0.73,-1.07,1.2,-0.65,1.01,0.22,0.52,-0.39,-0.68,1.08,-0.09,0.38,0.67,-0.25,-0.55,0.69,-1.19,-0.51,0.37,0.24,1.63,-2.03,2.35,-0.65,-1.38
"gene830",1.05,-0.56,1.71,-0.64,0.31,1.07,0.22,1.29,1.04,-0.25,-0.14,1.23,-0.7,-1.38,0.6,0.38,-0.08,0.32,-0.36,-0.19,0.61,0.44,2.18,0.95,0.12
"gene831",-0.35,0.36,-0.22,-1.51,-0.89,-0.36,-0.26,-0.22,1.04,0.54,1.31,-0.57,-0.11,-0.49,-0.57,-0.54,0.45,-0.83,-0.35,-0.75,-0.86,0.14,-0.38,-0.23,0.72
"gene832",0.07,-0.77,-0.95,-1.59,-1.09,-1.16,-0.77,-0.83,-0.47,-1.25,-0.29,0.81,-0.75,-0.39,0.16,-1.25,2.63,-1.3,0.84,-1.52,-0.44,0.14,-0.01,1.81,-0.97
"gene833",-0.95,-0.63,-0.7,-0.45,-0.73,-0.4,1.27,-0.49,0.65,0.45,1.9,-3.77,0.17,0.83,0.68,-1.39,-0.93,1.49,-1.07,-1.65,-2.37,0.14,0.69,0.89,0.62
"gene834",-0.17,-0.19,0.51,0.85,1.04,1.06,0.13,1.36,-2.07,-1.04,0.65,0.74,1.96,-0.26,0.41,0.24,-0.18,-1.2,-0.63,-0.18,-0.21,-0.64,-0.8,-0.15,0.3
"gene835",-0.17,-0.31,0.36,1.08,-2.85,0.8,0.33,-0.15,-0.63,-1.17,-0.5,-1.62,0.47,-0.18,0.85,-0.59,-0.45,0.17,-1.4,-2.06,-1.06,1.04,1.24,0.7,-0.34
"gene836",-0.94,0.34,0.08,-0.55,-0.24,-0.95,-1.33,-1.38,2.05,0.34,-0.39,-0.42,1.19,0.48,0.22,0.04,-0.82,-0.47,-0.43,-1.03,0.8,0.26,0.27,0.68,-0.45
"gene837",0.08,-0.48,-0.83,0.69,0.9,-0.04,0.37,1.26,-0.1,1.16,-1.48,1.46,-0.92,-0.34,1.76,0,-0.48,2.1,-0.32,1.45,-3.25,0.28,0.6,0.75,1.28
"gene838",-0.59,-0.46,-2.06,-0.54,-0.07,1.41,-0.11,0.79,0.36,-0.77,-1.01,-0.92,-0.38,0.23,0.44,2.15,0.67,-0.91,-0.18,0.14,1.25,-1.17,-0.43,0.36,-0.87
"gene839",0.07,-1.65,0.72,0.78,0.39,-0.32,-0.5,0.41,-0.41,-0.7,-1.67,-0.4,-0.79,1.17,0.45,-0.8,1.53,1.7,-0.33,0.23,-0.87,2.34,-0.1,-0.29,-0.09
"gene840",-0.99,1.02,-0.08,-0.79,0.54,-1.38,-0.89,-1.03,-1.29,-1.66,-0.26,-0.03,-0.38,0.81,1.99,-0.93,0.19,-0.02,0.52,-0.19,-2.36,-0.2,-0.76,-0.65,-0.17
"gene841",-0.38,2.1,-0.59,1.14,-0.77,-0.86,-1.51,1.01,-0.7,-0.62,-0.68,-0.93,-1.1,0.63,1.62,0.57,-1.03,1.15,1.59,-1.59,0.1,-2.43,0.03,-1.22,0.15
"gene842",1.19,1.98,0.37,1.22,-1.58,0.97,1.5,0.45,-1.52,-0.24,-0.11,0.89,1.47,-2.13,-0.79,1.67,0.74,0.75,-0.72,-1.82,-0.43,0.65,0.79,1.02,0.67
"gene843",-0.8,-0.8,0.11,0.67,-0.66,-0.32,0.84,0.08,-1.16,0.18,2.69,0.77,-0.58,-0.37,-0.23,0.07,1.23,0.43,-0.32,-1.16,-0.57,0.28,-1.75,-0.82,0.92
"gene844",0.71,0.24,-1.02,-0.25,-1.5,-2.09,-0.03,0.74,-0.67,-0.8,0.12,0.29,0.21,0.5,0.89,-1.35,0.18,-0.49,-0.91,-1.17,1.51,1.37,-0.01,1.51,-0.41
"gene845",0.17,0.05,1.04,-0.02,1.23,0.5,0.84,-0.33,0.47,-0.83,-0.38,0.82,-0.26,0.22,0.7,0.34,-0.13,0.33,0.68,-0.18,0.46,0.37,0.19,-0.92,0.28
"gene846",-0.58,0.67,-1.75,1.48,0.07,-0.65,1.48,-1.45,0.79,0.96,-0.69,0.61,-0.43,1.22,-0.17,-0.68,0.16,-1.85,-0.11,2.83,0.42,0.6,0.51,-0.23,-0.47
"gene847",0.15,0.04,-1.5,-0.5,-0.74,0.18,-1.7,-0.52,-0.94,-0.1,-0.09,1.42,1.96,-0.15,0.72,1,0.08,-0.3,0.36,0.69,1.01,1.24,0.92,0.48,0.36
"gene848",0.87,-0.8,1.01,2.04,-0.29,1.27,-1.41,-0.15,-0.99,-0.1,0.05,1.67,-1.1,0.37,-0.03,0.47,-0.11,-0.18,0.55,-0.26,-1.34,-0.9,-0.05,2.58,-1.39
"gene849",1.24,0.54,0.67,-0.84,1.94,0.83,-0.28,1.55,0.31,0.16,-1.12,-0.55,0.78,-0.58,-0.56,-0.07,0.22,-0.69,1.67,-0.97,0.8,-1.38,-1.03,1.11,2.38
"gene850",-1.53,0.04,-0.14,0.19,0.28,0.63,0.17,0.98,0.76,-1.24,0.93,-1.26,-1.14,1.97,0.61,0.67,-1.52,2.6,1.65,-0.56,-1.53,0.11,1.42,-1.03,0.24
"gene851",-0.26,-0.6,1.04,-1.4,0.27,-0.9,0.14,0.43,-0.84,2.39,-0.27,0.07,-0.1,-0.77,1.19,-0.43,-1.39,0.28,0.16,-0.22,-0.81,-0.12,-0.72,-1.03,-0.82
"gene852",0.64,-0.27,-1.05,0.47,2.86,-0.23,-1.03,-0.52,0.18,0.14,0.37,-0.79,-0.1,-1.27,1.31,0.69,0.69,-3.11,0.34,2.58,-0.73,0.5,-0.27,-0.24,0.06
"gene853",1.51,-1.97,0.97,0.74,-1.75,0.32,0.18,0.89,1.33,-0.28,0.27,-0.88,-0.43,0.67,-0.54,1.55,1.14,-0.14,-0.85,0.09,0.28,0.08,0.78,-0.44,-1.63
"gene854",-1.03,0.77,-0.83,0.66,-0.5,0.6,0.09,-0.16,-0.7,0.06,-0.33,-0.19,0.24,0.47,-0.68,0.08,-0.75,0.1,1.02,0.19,-2.19,0.12,0.34,0.43,0.4
"gene855",1.8,0.04,-0.06,1.35,0.22,1.12,0.36,0.52,0.36,-0.31,-0.09,0.94,-0.26,0.78,-0.58,1.26,-0.45,1.25,-1.41,-0.27,0.23,-0.53,0.22,0.29,-0.91
"gene856",0.04,-2.5,0.34,-0.7,-0.75,0.06,-0.75,0.13,0.52,-1.2,-0.15,-0.72,1.09,0.65,0.35,0.04,-2.46,1.45,0.94,-1.52,0.68,-0.86,-0.74,1.27,0.62
"gene857",0.86,0.66,-1.03,-0.39,0.65,1.41,-0.61,1.82,0.17,0.61,-0.82,0.01,0.92,-0.17,0.04,-1.81,-1.33,1.01,-0.17,-0.55,1.63,-0.53,0.36,0.12,-0.8
"gene858",-0.4,0.61,1.35,-0.7,-0.02,-0.18,1.27,0.48,1,-1.65,-1.07,0.08,2.3,0.18,-1.21,-0.28,0.89,-0.47,1.38,1.92,-0.48,0.01,-0.31,-0.03,0.3
"gene859",-1.18,0.48,-0.46,0,0.63,0.54,-1.45,0.64,-0.96,1.35,-2.08,-1.2,-0.29,-0.93,-0.38,-0.08,1.15,-1.71,-0.37,-0.63,-0.93,-1.6,-0.36,0.14,-0.14
"gene860",-0.29,0.24,1.3,0.01,0.56,-0.76,0.61,-0.14,-0.3,-0.88,-1.12,-0.08,-1.05,0.07,0.37,1.18,-1.26,0.14,0.57,1.06,-0.08,-1.33,-0.38,0.46,1
"gene861",-0.12,1.13,0.99,0.22,1.56,1.1,0.22,-0.9,0.41,-0.85,0.26,0.76,1.38,3.13,-1,1.33,-1.3,0.11,1.66,-0.29,0.71,-1.43,0.24,-0.04,3.62
"gene862",-0.42,0.03,0.92,0.47,0.72,0.75,-0.9,0.44,-1.44,0.95,0.09,0.2,1.86,0.88,-0.44,-0.22,0.14,0.22,-0.16,-0.85,1.07,-2.41,-1.43,-1.39,0.39
"gene863",-0.66,0.37,-0.65,1.53,0.28,0.61,2.56,0.52,0.94,-1.09,0.62,-1.85,0,0.63,-1.68,1.44,-0.89,-0.79,0.67,0.22,-1.09,-1.63,1.7,-1.3,-0.38
"gene864",-2.76,0.06,1.45,0.45,0.82,1.16,-0.17,-0.29,-0.06,0.87,2.6,-0.22,1.72,0.32,-1.34,-1.76,-1.48,0.47,0.96,-1.36,-1.37,-1.63,0.22,-0.79,-0.06
"gene865",-0.87,2.06,0.21,-0.46,0.28,-0.71,-0.82,-0.65,-1.39,-0.88,-0.02,0.38,-0.56,1.26,1.37,-0.6,0.27,0.47,-0.12,-1.23,-1.31,-1.12,-0.21,0.99,0.8
"gene866",-1.53,-1.71,0.08,1.76,0.27,1.3,0.2,-1.02,-0.49,0.93,0.11,1.53,-0.46,-0.38,-1.29,-0.04,-1.01,0.53,1.3,-0.29,0.12,0.83,-0.01,-1.17,1.52
"gene867",0.51,0.12,0.16,-0.07,1.55,-0.03,-0.35,-0.91,0.28,1.11,-1.62,-2.11,0.38,0.92,-1.12,-0.83,0.76,0.43,0.02,-0.05,0.62,-1.06,1.08,-0.52,-1.46
"gene868",-0.47,0.94,-1.06,0.47,-0.23,-1.18,-0.39,1.11,-0.71,0.15,0.34,-0.19,0.16,0.92,1.45,1.48,-0.62,0.83,0.89,1.28,0.76,-0.13,0.61,-0.48,-1.4
"gene869",-0.42,-0.28,-0.75,0.06,-0.81,0.55,-1.04,-0.6,-0.01,-0.29,1.81,0.9,0.05,-3.06,0.26,0.5,-1.24,-0.22,1.22,0.09,-0.48,-1.15,0.62,-0.09,-0.46
"gene870",-0.89,0.52,0.27,-0.44,-0.17,0.19,-0.32,1.7,-0.77,-1.12,0.49,-1.69,0.9,-0.03,0.38,1.21,-0.19,-1.56,-0.87,-0.07,1.58,-1.41,1.43,-0.45,-0.33
"gene871",0.06,0.36,0.41,0.57,0.28,-1.43,0.42,0.26,1.15,0.1,1.44,0.59,0.93,0.68,-0.58,0.23,-0.69,-1.49,-0.17,1.11,0.59,0.51,-0.47,1.77,0.14
"gene872",1.43,0.18,-0.33,-0.63,0.18,1.62,0.89,1.06,-0.37,-0.46,0.48,0.39,0.66,0.89,-0.42,0.29,0.86,-1.96,-0.07,-0.84,1.87,-0.38,-1.83,-0.76,1.28
"gene873",0.34,0.77,2.51,1.32,0.09,1.55,1.52,-1.22,3.3,-0.75,1.61,-0.61,1.2,0.84,0.73,0.68,0.29,0.59,1.89,-0.11,-0.03,0.58,-2.03,1.39,0.57
"gene874",0.53,1.77,-0.1,0.66,-0.5,0.94,0.78,0.15,0.2,0.84,0.62,0.26,0.53,-0.77,0.97,-0.18,-0.41,0.41,-0.44,-0.92,1.86,1.1,0.39,0.73,-1.96
"gene875",-0.04,-0.04,-0.61,0.96,0.57,-0.5,-1.17,-1.04,-1.52,0.01,-0.69,-0.64,-0.71,0.79,2.44,-1.39,0.1,-0.17,0.45,-0.35,-0.68,-0.59,-1.12,-0.26,0.68
"gene876",2.52,1.51,0.78,-0.27,1.28,0.89,-0.24,2.63,1.76,1.68,2.17,1.22,2.1,1.68,1.32,2.31,3.21,1.03,-0.09,1.4,1.49,0.66,1.68,2.16,2.07
"gene877",2.01,-0.27,-0.16,-0.84,-1.1,1.12,-0.78,0.47,-1.7,1.54,-2.46,-0.82,-1.74,0.63,-0.12,0.46,1.21,-1.14,-0.43,-0.51,-0.38,0.41,0.93,0.26,-1.13
"gene878",-0.67,-0.12,1.24,0.63,0.95,-0.05,0.47,-0.13,-1.38,-0.51,0.26,1.98,-0.33,0.62,-2.28,-1.78,0.85,-0.53,-0.74,-0.3,-0.72,2.2,1.34,2.35,0.4
"gene879",0.25,-0.47,0.03,-0.29,0.02,-0.12,-0.79,0.61,-2.37,0.76,-0.43,-0.56,0.02,0.74,-0.28,0.14,-0.62,-1.14,-0.8,-0.09,0.68,0.83,0.85,2.1,-0.31
"gene880",0.87,0.34,-0.07,-0.13,-0.9,2.25,-0.32,0.72,0.17,1.22,-1.97,1.37,-1.29,1.85,1.87,1.67,-1.51,0.38,-0.26,0.29,0.32,-1.07,-0.13,-0.01,0.46
"gene881",0.17,-0.95,0.32,1.41,0.26,0.07,-1.11,0.25,0.46,0.85,-2.09,-0.18,0.56,0.15,-0.51,1.99,-0.17,-0.84,-0.56,0.87,-0.63,-2.09,1.79,0.99,0.2
"gene882",0.39,0.67,-0.56,1.5,0.05,-1.2,-0.27,1.23,0.76,-0.16,0.2,0.53,0.07,0.25,0.02,-0.73,0.92,-2.41,0.2,0.14,-0.71,-1.13,-1.5,0.64,0.53
"gene883",1,0.25,0.08,-1.74,0.65,-2.67,0.26,-0.53,1.19,-1.34,0.32,1.03,0.23,1.25,-0.87,-0.06,-0.62,0.21,-0.48,-1.04,-1.3,0.82,0.56,0.86,0.49
"gene884",1.57,-0.72,-1.52,1.91,2.83,0.32,-0.6,-1.86,1,0.11,-0.78,-1.29,0.75,-0.12,0.79,1.69,-0.68,-0.38,-0.44,0.52,0.31,-0.22,0.04,0.83,-1.24
"gene885",-1.18,3.14,0.15,-1.12,0.37,-0.6,0.66,-0.03,-0.6,-0.16,0.46,-0.01,-1.45,1.53,-0.08,1.09,-0.95,-0.86,-0.31,-1.65,0.87,0.69,0.5,0,0.76
"gene886",-0.79,-0.51,-1.26,0.77,0.13,0.46,-1.28,-1.64,-0.92,-0.72,0.93,1.56,1.21,-0.08,1.29,-0.23,0.15,2.18,0.8,2.37,1.95,1.21,0.12,-0.15,0.98
"gene887",-0.05,-0.56,-2.23,-0.34,0.61,0.93,0.4,-1.22,0.67,1,1.06,-1.48,-0.42,-0.81,0.46,-1.86,0.88,-1.11,0.33,-0.1,-0.17,-0.87,0.92,-0.57,-0.21
"gene888",1.85,1.15,1.17,0.64,0.26,-0.45,-1.2,-0.06,1.22,0.39,-0.07,0.72,0.43,0.33,0,0.87,0.21,-1.45,-0.52,0.06,-1.08,0.05,0.2,-0.63,0.77
"gene889",0.43,0.33,0.2,2.2,-1.76,0.74,-0.72,-0.48,-0.34,1.49,-0.95,0.48,0.07,0.67,-0.21,-0.2,0.18,-0.09,0.81,-0.06,1.07,-1.11,-1.27,0.54,-0.17
"gene890",1.01,0.35,0.95,-0.4,0.28,-1.27,2.19,1.28,1.28,-0.93,-0.18,-0.44,0.39,-1.49,0.64,-0.21,0.51,0.48,0.21,-0.11,-1.22,-0.96,0.79,0.65,0.16
"gene891",-0.82,0.42,-1.21,-0.35,-0.81,2.24,0.59,0.33,0.17,-1.64,1.53,-1.59,-0.17,0.23,0.66,1.54,1.19,1.43,-0.01,-0.05,-1.11,0.09,1.1,-0.34,-1.53
"gene892",-0.17,1.25,0.61,-1.03,0.1,0.8,1.11,-0.7,-0.55,0.42,-0.03,-1.01,0.97,1.16,1.23,-1.2,0.21,-0.2,0.4,-0.64,0.69,-0.65,-0.74,0.17,-1.47
"gene893",-0.51,-0.81,0.76,-2.51,2.09,-0.79,0.39,1.09,-2.12,-0.89,2.27,0.52,1.46,-0.7,-1.35,-1.63,-0.3,1.04,0.2,-1.35,-0.45,-1.11,-0.33,-1.18,-0.95
"gene894",-1.16,-0.78,-0.49,-1.3,-1.67,-1.13,-1.35,2.09,1.91,-0.89,0.71,-0.85,0.11,0.08,1.05,-0.87,0.63,0.44,1.7,-0.59,1.08,-1.1,0.81,0.23,0.3
"gene895",0.49,-0.61,-1.49,-1.59,0.57,0.95,-1.03,-1.35,-1.43,0.79,-1.75,0.27,-1.42,0.64,0.82,0.17,0.23,-0.1,0.99,0.91,0.59,0.11,-0.8,0.27,-1.16
"gene896",0.94,-0.58,-0.41,-0.95,0.68,-0.73,-0.55,1.05,-0.39,0.44,2.3,-1.73,-0.68,-1.54,0.82,-0.05,-0.58,2.14,-0.33,0.64,1.47,-0.5,-0.53,-0.95,1.43
"gene897",-0.25,0.6,0.72,-1.24,0.38,-0.1,1.16,0.5,0.87,0.12,0.46,-0.07,-1.91,1.31,-0.45,0.29,0.78,-1.36,-1.66,1.57,0.89,-1.41,-0.18,-0.02,-1.37
"gene898",-0.39,-0.07,-0.9,-0.18,0.36,-0.86,0.74,0.66,1.09,-0.18,-1.64,-0.26,0,-0.2,-0.57,-1.23,-0.44,0.14,-0.57,1.85,-0.66,-0.8,0.65,-2.13,1.52
"gene899",-0.64,0.82,-0.83,3.45,0.62,0.76,2.13,0.98,1.06,0.06,0.39,-0.4,0.57,3.39,1.03,-0.15,-0.66,1.03,-1.07,-0.49,-0.51,0.23,-0.32,-1.32,-0.36
"gene900",-0.85,-0.71,-0.95,0.24,0.53,0.33,0.52,-0.39,1.49,0.34,0.13,1.69,-0.72,-0.48,0.88,-0.43,1.63,-1.88,-1.96,-0.16,0.28,-0.4,-0.16,-0.56,-1.04
"gene901",1.33,0.71,0.17,0.53,0.03,0.91,1.07,-0.41,1.36,0.87,0.89,-0.66,-0.92,-0.49,-0.52,-0.33,0.09,-1.29,2.04,-0.28,0.03,-0.05,0.42,-0.17,-1.85
"gene902",-0.61,0.37,2.57,-0.16,0.77,-0.28,0.73,-0.55,-0.92,3.73,-0.56,-0.54,-3,-0.22,-2.02,0.67,0.15,-0.48,0.29,0.03,0.81,0.78,-1.08,-0.86,-0.7
"gene903",-0.29,-0.28,0.56,0.41,2.02,0.95,0.27,-1.41,-0.31,-0.89,0.52,0.99,-0.95,-0.06,-1.18,-0.98,0.5,0.03,0.24,-0.91,-1.73,0.53,-1.47,2.43,0.05
"gene904",0.42,1.48,-0.8,0.75,-1.16,0.6,0.31,-1,0.09,0.68,-1.15,0.51,0.39,-0.78,1.15,1.33,0.58,-1.93,-0.02,-1.62,0.4,2.36,-0.4,1.49,0
"gene905",-1.28,0.54,1.21,-0.68,0.56,0.38,-0.4,-1.01,-0.34,0.67,0.35,-1.42,2.53,-1.87,0.91,-1.26,-2.09,-0.6,0.18,-1.43,0.61,-0.39,0.79,-0.51,-3.33
"gene906",0.91,-0.5,0.79,-0.3,0.13,-2.44,-0.09,-0.54,2.83,0.58,2.05,1.5,1.72,-0.29,-0.32,0.38,-1.97,-0.91,-0.26,0.77,0.02,0.06,0.13,-0.48,-1.41
"gene907",-1.32,-1.27,-1.07,2.15,1.16,0.83,-0.27,0.34,0.19,1.72,-0.7,-0.14,-0.59,1.62,-0.32,0.23,0.07,1.52,-0.07,-0.87,0.7,0.12,1.85,-1.61,1.59
"gene908",0.06,-0.95,0.36,0.66,-0.53,0.77,1.51,-1.7,1.59,-1.24,-0.13,-1.23,-1.14,0.81,-1.19,0.83,0.08,-0.5,-0.39,0.37,-0.05,-1.08,0.42,-0.4,-0.11
"gene909",-1.3,-1.98,0.86,-0.94,-0.66,-0.47,0.13,-2.08,1.46,-0.38,1.62,0.49,-0.17,-0.04,-0.58,-0.18,1.25,-0.48,-0.73,-0.66,-1.71,-1.58,-1.45,0.74,1.06
"gene910",-0.89,-0.02,0.58,-0.01,-0.68,0.27,0.35,0.32,-0.19,-0.69,0.41,0.03,-1.91,-1.5,-0.16,-1.02,0.85,-0.32,-0.17,1.36,0.66,2.1,-0.04,-0.51,1.76
"gene911",-0.68,-0.4,1.42,-1.02,0.93,1.15,1,-1.28,0.37,-1.72,-0.18,0.7,-0.36,0.4,-0.29,1.38,-2.47,1.18,2.05,-2.01,0.32,0.56,0.98,-1.27,-0.58
"gene912",-0.84,2.01,0.92,-0.09,1.47,0.66,-0.17,-2.06,0.12,-0.11,-0.09,3.68,-0.66,1.55,0.74,-0.21,0.17,0.59,-0.02,0.62,0,0.23,0.49,1.05,-0.96
"gene913",1.38,-0.53,-2.03,-0.8,0.28,0.2,0.63,0.43,0.62,1.36,1.92,-1.31,-0.35,0.31,0.09,-1.45,-0.71,-0.95,-0.14,-0.12,-0.65,0.99,0.72,0.26,-0.18
"gene914",2.09,0.72,-0.7,-1.81,-0.55,0.63,-0.85,1.41,-1.85,-0.32,0,0.47,0.03,-0.41,-1.29,0.89,-2.04,-0.9,-1.14,-0.77,-0.72,-0.19,-0.45,-0.75,0.22
"gene915",-0.16,0.06,-0.34,0.11,-0.11,-0.67,-0.31,-0.1,0.79,0.03,0.52,0.25,-0.37,1.8,0.25,0.23,1.87,-1.05,0.62,1.01,0.98,-0.55,0.31,1.32,-0.4
"gene916",0.4,1.7,-0.54,0.53,1.35,-0.22,0.72,-1.83,1.73,-0.55,0.73,-0.07,-0.58,-1.64,-0.78,-2.12,0.56,1.1,1.33,-0.28,-1.09,-0.08,0.89,-0.17,0.55
"gene917",0.85,-0.22,0.53,-0.11,-0.64,2.1,-0.34,0.03,1.26,-0.07,-0.19,-0.03,-0.69,-1.3,0.23,0.44,0.02,0.01,0.13,1.16,1.29,-0.1,-0.85,-0.68,0.28
"gene918",1.53,0.04,0.63,0.79,1.59,1.42,1.7,-0.03,0.3,1.84,1.24,0.78,0.19,0.86,-1.45,-1.06,-0.02,-0.32,0.58,1.28,-0.88,0.79,-0.38,0.44,1.88
"gene919",-1.51,0.83,-1.14,-1.6,0.03,-0.34,-1.37,-0.94,-0.36,1.42,0.42,-0.12,-0.17,0.44,-0.56,-0.21,-0.26,-1.18,0.39,2.54,-0.03,-0.01,1.64,-0.52,-0.5
"gene920",1.33,-0.57,1.68,0.01,0.91,0.31,0.91,-0.15,0.31,0.62,0.13,-1.48,1.16,0.76,1.06,0.53,-3.26,0.73,0.08,-0.31,0.89,-1.96,-0.15,-1,1.43
"gene921",0.9,0.4,0.1,0.22,-1.12,0.38,0.28,0.56,-0.77,0.34,0.44,-0.64,0.25,0.33,-0.93,1.03,-0.3,-1.19,1.15,1.88,-0.86,-1.48,0.08,-0.75,0.42
"gene922",-1.39,0.5,0.69,-0.04,-1.17,-0.11,-0.56,-0.27,0.73,0.4,0.7,-0.07,1.95,-0.6,-0.12,-0.2,-0.96,-0.69,0.48,0.27,-0.71,-2.49,-0.98,0.8,0.74
"gene923",0.12,1.02,-1.05,0.31,0.38,-0.63,0.84,0.65,0.87,-1.58,-0.6,0.82,1.36,-0.51,-1.07,-0.52,0.36,0.99,0.33,-0.21,0.42,-0.05,-0.06,1.49,-0.08
"gene924",-1.55,-0.05,0.76,-0.39,0.07,-2.09,-1.26,0.62,1.32,0.36,0.95,-1.39,-0.83,0.62,-1.36,-0.2,1.09,-0.36,0.13,-0.15,0.89,-0.71,-1.14,0,1
"gene925",1.36,-1.04,-0.01,0.26,-0.77,-0.95,0.59,0.28,0.73,0.83,-0.2,-0.78,-0.77,0.06,-1.04,1.18,0.46,-0.34,0.13,0.58,-1.58,0.33,0.45,1.59,0.71
"gene926",-1.26,-0.69,0.4,-0.21,0.17,0.43,0.8,0.05,1.91,-0.79,0.73,0.22,-1.08,-2.42,-0.09,-0.24,-1.26,-0.69,0.29,-0.77,-0.44,0.45,0.37,1.51,0.25
"gene927",-0.37,-1,-0.01,-0.74,0.3,-0.44,-0.59,-0.05,0.45,-0.16,1.05,-0.59,1.65,2.21,-0.79,-0.83,0.65,0.05,-2.39,0.45,1.59,-0.68,0.93,2.77,1.73
"gene928",-0.63,-0.39,-0.17,-0.48,0.47,0,1.08,1.14,-0.11,0.3,0.44,1.01,0.96,1.24,0.52,-0.21,1.38,0.59,3.21,0.04,-1.73,-0.1,1.08,0.3,1.52
"gene929",0.93,-0.48,1.36,-0.66,0.42,-0.45,0.68,-0.22,1.14,1.47,0.73,-0.14,-0.09,0.18,-0.53,1.63,-0.35,1.51,-0.19,-0.67,0.39,-1.16,-0.99,-1.51,-0.3
"gene930",2.31,-0.68,0.98,-2.02,-1.35,-0.38,-0.3,0.9,-1.06,0.11,-0.62,-0.1,1,-1.58,-0.08,-1.21,-0.34,0,2.01,0.08,-0.86,0.71,0.75,0.54,-0.98
"gene931",0.87,-1.19,-0.62,-1.73,-0.99,-0.38,-0.09,-0.09,-1.51,0.95,-0.75,0.36,-1.5,0.35,-0.41,1.42,1.08,1.15,0.23,0.68,0.54,-1.42,-0.39,0.95,0.04
"gene932",-0.97,0.13,0.39,0.02,0.81,-0.2,1.5,-0.2,0.32,-0.68,-1.66,1.32,-0.4,-2.46,1.84,0.22,-1.56,-1.11,0.95,-1.16,-0.36,1.04,-1.93,0.67,1.66
"gene933",0.62,-0.64,-0.44,-0.17,-0.21,0.12,0.8,-1,-0.14,-0.1,-1.16,0.36,-1.75,-2.63,-1.6,-2.18,-0.22,1.01,0.14,-0.57,1.28,-1.5,-1.02,0.99,-1.23
"gene934",1.13,-1.6,-1.22,-1.82,-0.67,1.2,-0.19,2.11,-0.5,-0.3,-1.31,0.68,-0.09,-0.23,0.91,-0.35,-0.32,-1.06,-0.7,0.38,-1.15,-0.33,0.51,0.97,0.4
"gene935",0.19,-0.01,-1.39,-0.69,0.94,-0.51,0.52,1.08,0.37,-1.57,-0.12,1.5,-0.25,1.35,-0.76,-0.41,0.92,-0.53,0.02,-0.5,-0.68,-0.5,-0.4,0.52,1.29
"gene936",-1.82,-1.38,-0.47,-0.84,-1.99,-1.96,1.06,-0.06,-1.05,0.07,-1.15,0.17,-0.02,-0.59,-0.23,-0.28,2.46,-0.9,-0.93,0.26,-0.21,1,0.31,0.23,0.52
"gene937",1.26,-0.65,-1.01,1.67,0.65,-0.77,-0.2,-0.45,0.57,0.55,0.99,-0.32,-1.4,-1.39,0.93,-0.46,1.13,0.57,-1.59,0.24,0.49,-1.4,0.34,0.73,-1.39
"gene938",-0.68,0.24,0.39,-0.67,-1.02,0.66,-0.02,-2.46,-0.25,0.24,1.5,0.21,0.79,0.75,-0.15,-0.46,0.69,1.85,1.3,0.02,1.23,1.58,1.39,-0.03,0.27
"gene939",-0.1,-4,0.02,-0.86,-0.07,1.26,-0.51,1.82,1.12,-0.46,0.7,0.58,0.16,1.36,-2.4,-0.26,0.1,0.82,1.33,0.18,0.42,1.75,0.55,-0.73,0.65
"gene940",-0.35,-0.04,-0.28,0.01,-2.24,1.14,-0.29,0.65,1.82,0.44,-0.71,0.71,-0.28,0.32,-0.82,-0.3,-0.58,-0.98,3.5,0.21,0.31,0.15,0.93,-2.09,-0.22
"gene941",0.68,-1.13,-0.66,0.02,-0.68,-1.99,-0.1,-0.67,0.6,-1.45,0.45,-0.91,-1.82,1.95,-0.27,-0.55,1.49,1.66,0.67,-0.67,0.02,-1.48,-0.79,0.69,-0.08
"gene942",-2.01,0.95,-0.08,0.08,-1.46,-0.58,1.69,-1.3,1.14,0.45,0.81,-0.22,1.49,0.03,-0.54,1.52,0.88,-1.29,-0.5,0.76,1.52,-0.01,-0.06,0.27,1.84
"gene943",-2.18,0.68,0.96,0.15,1.41,-0.49,-0.03,-0.34,-1.99,0.72,0.12,0.43,0.09,0.07,-0.08,-0.18,-0.74,1.38,1.03,1.26,0.19,-0.37,0.76,-0.94,0.3
"gene944",1.38,-0.87,0.27,0.42,-0.34,0.34,0.48,-0.25,-1.57,0.72,0.29,-0.98,0.21,0.79,0.76,1.22,-0.12,0.19,1.61,0.13,-0.66,-1.29,-0.2,-2.79,0.68
"gene945",-1.2,-0.69,-0.92,0.52,-0.44,0.84,0.12,-0.72,-1.22,-0.39,-1.26,-0.92,-0.52,0.02,0.3,-0.21,-0.41,1.99,0.12,-0.16,-0.17,1.14,0.3,0.51,0.89
"gene946",-1.88,-0.27,0.46,-0.87,-0.43,0.9,0.6,-0.24,-0.48,-0.58,0.11,-1.02,-0.12,0.64,1.05,0.37,-0.95,-1,-0.6,0.16,0.93,-0.54,-1.12,-1.16,0.6
"gene947",1.43,-0.76,-2.14,1.42,1.68,1.78,0.6,1.2,-2.46,-0.37,3.48,0.55,-0.61,0.98,-0.38,-0.42,-1.94,-0.07,0.85,-0.26,1.04,0.67,0.85,-0.22,-1.27
